State,Year,Transportation (MtCO2e),State GDP (Million US$ (chained 1997/2005)),Population (People),Transit Ridership,Highway use of gasoline (thousand gallons),Highway vehicle-miles traveled (millions),Vehicles,sq mi,tempHigh
New Jersey,2013,59.30422488,526889.9,8856972,391763171.0,3883240.0,74529.79194,7061340.0,7354.22,62.8
New Mexico,2013,14.01057398,86624.8,2092273,18137005.0,919011.0,25086.11077,1882470.0,121298.15,68.7
New York,2013,69.80969971,1325490.0,19624447,3970250004.0,5188623.0,129736.7468,10674140.0,47126.4,55.4
North Carolina,2013,50.20975792,445109.6,9843336,76111109.0,4177832.0,105212.5578,7813850.0,48617.91,68.9
North Dakota,2013,9.538938273,52385.5,722036,3146863.0,432604.0,10099.64871,845109.0,69000.8,49.6
Ohio,2013,63.92312335,550692.3,11576684,114314018.0,4815395.0,112766.7288,10360370.0,40860.69,60.5
Oklahoma,2013,31.24487627,176862.6,3853214,10813758.0,1798221.0,47998.60776,3460010.0,68594.92,70.8
Oregon,2013,21.07420482,175811.6,3922468,127497955.0,1419623.0,33705.84607,3603830.0,95988.01,59.5
Pennsylvania,2013,62.05531256,650802.3,12776309,464206248.0,4867977.0,98627.97611,10461110.0,44742.7,58.8
Rhode Island,2013,3.934265276,51679.0,1055081,20483300.0,352265.0,7775.124822,853152.0,1033.81,59.9
South Carolina,2013,31.36627694,178757.4,4764080,12267737.0,2596930.0,48986.25958,3986570.0,30060.7,73.1
South Dakota,2013,6.599205119,43737.7,842316,2798732.0,424964.0,9121.797359,1015170.0,75811.0,55.7
Tennessee,2013,41.41876733,287259.0,6494340,33889602.0,3074564.0,71067.04361000001,5451930.0,41234.9,67.4
Texas,2013,211.56171559999999,1470464.6,26480266,294240256.0,12322995.0,244524.8829,20171140.0,261231.71,77.6
Utah,2013,17.45640478,132169.1,2897640,48680490.0,1057660.0,27005.47607,2060510.0,82169.62,60.5
Vermont,2013,3.3898262939999997,28367.9,626210,5718948.0,309327.0,7115.877038,611789.0,9216.66,53.3
Virginia,2013,50.71668192,446625.0,8252427,76277699.0,3821222.0,80767.0057,7051020.0,39490.09,65.4
Washington,2013,41.98975688,411468.9,6963985,250758810.0,2624657.0,57211.21142000001,6392840.0,66455.52,56.8
West Virginia,2013,11.28027571,70121.2,1853914,9596882.0,774677.0,19232.34743,1453400.0,24038.21,62.0
Wisconsin,2013,28.58006192,275648.7,5736754,73336185.0,2369479.0,59486.150420000005,5338760.0,54157.8,51.9
Wyoming,2013,7.863839037000001,38523.2,582122,2459246.0,334414.0,9308.940396,830539.0,97093.14,54.5
United States,2013,1842.3225350000002,16495369.0,315993715,10527881289.0,131298651.0,2988322.7389999996,255876820.0,3531905.43,64.15
Alabama,2014,32.17805395,187568.0,4841799,8898719.0,2576928.0,65666.60432,5366840.0,50645.33,73.7
Alaska,2014,11.80614713,53480.6,736283,7023964.0,274074.0,4856.704008,800433.0,570640.95,37.8
Arizona,2014,31.92899787,274112.9,6730413,99855788.0,2663653.0,62630.73598,5588010.0,113594.08,76.5
Arkansas,2014,19.35042273,111729.9,2967392,6861259.0,1420837.0,34023.960119999996,2778660.0,52035.48,69.2
California,2014,203.8051486,2316331.2,38596972,1458600707.0,14660111.0,332857.19800000003,28686650.0,155779.22,74.2
Colorado,2014,28.8003538,294812.0,5350101,127608954.0,2213924.0,48985.14118,4820620.0,103641.89,59.7
Connecticut,2014,15.34804573,237700.4,3594524,46084957.0,1419108.0,31190.31408,2866460.0,4842.36,58.6
Delaware,2014,4.25465049,64123.6,932487,10952117.0,417947.0,9596.403603,957669.0,1948.54,64.6
Florida,2014,102.9391044,806029.4,19845911,286665158.0,8248186.0,201040.4039,15504810.0,53624.76,81.1
Georgia,2014,54.52706145,465137.8,10067278,161181138.0,4668163.0,111534.8934,8155110.0,57513.49,74.6
Hawaii,2014,10.13794396,74490.6,1414538,72235393.0,455279.0,10174.34633,1393260.0,6422.63,
Idaho,2014,9.52481738,61663.2,1631112,3193620.0,703882.0,16154.040019999999,1762690.0,82643.12,56.8
Illinois,2014,66.37783098,735876.3,12884493,665915357.0,4645212.0,104905.5064,10393500.0,55518.93,59.5
Indiana,2014,44.20214985,313830.9,6593644,37292545.0,3024572.0,79203.62948999999,6012600.0,35826.11,59.5
Iowa,2014,21.2780889,165641.4,3109350,28488188.0,1570178.0,31413.674469999998,3596530.0,55857.13,55.7
Kansas,2014,20.94503655,144131.5,2900475,9167082.0,1322139.0,30709.717289999997,2542680.0,81758.72,66.4
Kentucky,2014,31.39915658,179888.5,4414349,28146540.0,2111377.0,47940.63478,4148720.0,39486.34,65.3
Louisiana,2014,44.65771739,232746.2,4644013,35431826.0,2244508.0,48251.736110000005,3886930.0,43203.9,75.4
Maine,2014,8.939801435,53445.1,1330513,6409414.0,771730.0,14301.4973,1194660.0,30842.92,51.2
Maryland,2014,28.17802902,339991.3,5957283,153058482.0,2715452.0,56431.74512000001,4052090.0,9707.24,63.6
Massachusetts,2014,29.30711165,453778.2,6762596,441385933.0,2707913.0,57552.345779999996,4994440.0,7800.06,57.8
Michigan,2014,49.11827518,430935.6,9929848,98815470.0,4448249.0,97384.02232999999,8126340.0,56538.9,51.6
Minnesota,2014,30.78718642,312084.0,5451079,109966515.0,2481959.0,57394.87165,5223190.0,79626.74,48.7
Mississippi,2014,26.28846765,99501.2,2990468,4441972.0,1686715.0,39499.19021,2067810.0,46923.27,73.6
Missouri,2014,38.44765441,272786.8,6056202,72078991.0,3126234.0,70909.03657000001,5332900.0,68741.52,63.7
Montana,2014,7.927027772000001,43285.1,1021869,4079171.0,511567.0,12157.12895,1585830.0,145545.8,53.8
Nebraska,2014,14.15285153,107394.4,1879321,7396701.0,878773.0,19612.58157,1947630.0,76824.17,60.8
Nevada,2014,14.40702427,129405.2,2817628,75783442.0,1103239.0,25301.90126,2240500.0,109781.18,66.7
New Hampshire,2014,6.841680061,69506.5,1333341,4258001.0,701066.0,12970.40852,1310190.0,8952.65,53.6
New Jersey,2014,59.97558754,524420.4,8864525,409224488.0,4082825.0,74856.38516,6874100.0,7354.22,62.0
New Mexico,2014,14.54984177,89372.2,2089568,18221660.0,959858.0,25347.19786,1930710.0,121298.15,69.8
New York,2014,74.17151124,1347559.8,19651049,4044129241.0,5510992.0,129263.0117,10903620.0,47126.4,54.3
North Carolina,2014,50.22387875,455295.7,9932887,78160544.0,4326984.0,108012.1312,7876030.0,48617.91,69.2
North Dakota,2014,10.14900144,56554.6,737401,3234577.0,465347.0,10511.26907,870731.0,69000.8,50.0
Ohio,2014,64.74426158,571424.7,11602700,116660838.0,4998767.0,112766.2818,10453360.0,40860.69,59.3
Oklahoma,2014,33.3196418,186307.0,3878187,11582878.0,1970501.0,47698.78222,3517810.0,68594.92,71.0
Oregon,2014,21.23386958,181754.9,3963244,128223969.0,1487796.0,34610.07129,3417960.0,95988.01,61.1
Pennsylvania,2014,61.82798795,666555.8,12788313,454353794.0,4940851.0,99881.53756,10504760.0,44742.7,57.7
Rhode Island,2014,4.208161778,52005.5,1055936,20448492.0,366174.0,7676.978023000001,864762.0,1033.81,59.2
South Carolina,2014,30.67496687,183579.7,4823617,12092553.0,2644467.0,49931.2691,4017610.0,30060.7,73.6
South Dakota,2014,6.860861498999999,44449.7,849129,3041976.0,454382.0,9225.040605,1032710.0,75811.0,55.7
Tennessee,2014,42.39995986,291661.7,6541223,31954861.0,3225836.0,72335.75425,5495650.0,41234.9,67.5
Texas,2014,214.91975010000002,1518613.7,26964333,289601669.0,13254716.0,243075.8458,20877030.0,261231.71,77.2
Utah,2014,17.16625748,136325.2,2936879,50595715.0,1114217.0,27554.419289999998,2150570.0,82169.62,63.2
Vermont,2014,3.3459950860000003,28510.1,625214,5731002.0,313443.0,7059.200784000001,612437.0,9216.66,52.2
Virginia,2014,49.68976139,446790.6,8310993,74620353.0,3999288.0,80984.63614,7160100.0,39490.09,65.2
Washington,2014,41.13691598,426481.6,7054655,256962678.0,2714080.0,58059.8,6405480.0,66455.52,58.0
West Virginia,2014,11.30714236,69720.7,1849489,9500462.0,823952.0,19117.490469999997,1553190.0,24038.21,61.7
Wisconsin,2014,30.75167731,282031.2,5751525,72747846.0,2594781.0,60053.38039,5340160.0,54157.8,50.2
Wyoming,2014,8.256020761,38711.1,582531,2554556.0,338200.0,9457.283095,820107.0,97093.14,54.9
United States,2014,1859.925327,16912038.0,318301008,10632813957.0,136468147.0,3025655.727,260350940.0,3531905.43,64.34
Alabama,2015,33.4760567,189428.8,4852347,8717476.0,2504176.0,67257.00465,5400419.0,50645.33,75.4
Alaska,2015,12.57112468,54015.3,737498,6835597.0,243380.0,5045.390231,815122.0,570640.95,37.4
Arizona,2015,32.45927265,281935.6,6829676,98099021.0,2606360.0,65044.85807,5630647.0,113594.08,75.5
Arkansas,2015,19.15764329,112938.9,2978048,6694851.0,1320737.0,34897.33423,2772214.0,52035.48,71.9
California,2015,209.0895827,2437366.9,38918045,1435297360.0,14188342.0,335538.5566,29424012.0,155779.22,73.4
Colorado,2015,28.471774699999997,308898.9,5450623,125584005.0,2107254.0,50437.33835,5005172.0,103641.89,60.8
Connecticut,2015,15.36192562,245304.5,3587122,45661439.0,1405870.0,31591.793660000003,2841764.0,4842.36,60.4
Delaware,2015,4.46865979,66527.0,941252,10257127.0,434287.0,9930.610378,964316.0,1948.54,66.2
Florida,2015,106.6739612,842269.4,20209042,279270548.0,8037700.0,206982.4642,16105008.0,53624.76,83.2
Georgia,2015,57.34035347,484378.4,10178447,168330253.0,4709948.0,118106.5611,8137621.0,57513.49,76.0
Hawaii,2015,10.35109981,77176.6,1422052,75246569.0,429113.0,10300.52988,1242319.0,6422.63,
Idaho,2015,10.50644601,63235.7,1651059,3407692.0,673253.0,16661.94971,1854019.0,82643.12,58.3
Illinois,2015,69.22101381,747666.8,12858913,664675286.0,4850518.0,105223.406,10595254.0,55518.93,62.9
Indiana,2015,44.23029048,311850.4,6608422,35897597.0,2999321.0,78818.67261000001,6045114.0,35826.11,62.5
Iowa,2015,20.56872083,170545.9,3120960,28583499.0,1486300.0,33160.97573,3636898.0,55857.13,59.4
Kansas,2015,19.40322031,147929.8,2909011,9047634.0,1194249.0,31379.124589999996,2634856.0,81758.72,68.7
Kentucky,2015,32.2425389,182487.9,4425976,26776761.0,2067021.0,48674.69601,4151982.0,39486.34,67.4
Louisiana,2015,48.59125123,230434.0,4664628,33914123.0,2179194.0,48180.25257,3901432.0,43203.9,78.2
Maine,2015,8.918953627,53879.3,1328262,6623035.0,721666.0,14629.43917,1104001.0,30842.92,51.6
Maryland,2015,28.90045634,349146.8,5985562,154507328.0,2711766.0,57515.82372000001,4135158.0,9707.24,65.5
Massachusetts,2015,30.19436796,471979.2,6794228,443713425.0,2669169.0,59257.48057000001,5069601.0,7800.06,59.2
Michigan,2015,50.30512785,442287.6,9931715,96126807.0,4352982.0,97843.1965,8294108.0,56538.9,55.2
Minnesota,2015,30.40822681,316863.3,5482032,110967727.0,2323199.0,57394.87167000001,5281269.0,79626.74,53.8
Mississippi,2015,27.02450882,100013.6,2988471,4608961.0,1607148.0,39890.36248,2068853.0,46923.27,76.0
Missouri,2015,38.203365500000004,276316.7,6071732,68904636.0,2954269.0,71917.51858999999,5624005.0,68741.52,66.3
Montana,2015,7.756581409,45042.5,1030475,4060814.0,483132.0,12345.071259999999,1645227.0,145545.8,57.4
Nebraska,2015,14.03970745,110752.9,1891277,7059700.0,822527.0,20100.958609999998,1981296.0,76824.17,63.4
Nevada,2015,14.55143596,134892.2,2866939,81997587.0,1068058.0,25925.4421,2316056.0,109781.18,66.3
New Hampshire,2015,6.822914496,71419.1,1336350,4387095.0,656859.0,13093.741759999999,1296137.0,8952.65,55.0
New Jersey,2015,59.30771969,535284.5,8867949,416348591.0,3928510.0,75393.41931,5938585.0,7354.22,64.1
New Mexico,2015,14.68324626,91679.5,2089291,17540050.0,913565.0,27435.418380000003,1823445.0,121298.15,69.2
New York,2015,72.43308494,1372232.4,19654666,3946076471.0,5090797.0,127230.2144,10638765.0,47126.4,56.2
North Carolina,2015,49.15873587,469535.6,10031646,75047430.0,4252094.0,111878.5688,7928973.0,48617.91,71.0
North Dakota,2015,9.398703198,55067.4,754066,3048454.0,433114.0,10036.216840000001,890803.0,69000.8,55.1
Ohio,2015,64.70701229,579943.2,11617527,113696073.0,4804289.0,113672.5052,10557323.0,40860.69,61.9
Oklahoma,2015,32.84094723,193237.7,3909500,11607964.0,1794536.0,47713.000210000006,2988512.0,68594.92,72.4
Oregon,2015,20.69153035,191864.2,4015792,129806734.0,1448883.0,35998.504539999994,3607482.0,95988.01,62.2
Pennsylvania,2015,60.48996282,682527.0,12784826,451690829.0,4641448.0,100945.0602,10598694.0,44742.7,60.1
Rhode Island,2015,4.1378647289999995,52957.8,1056065,18476860.0,359531.0,7832.561416,875097.0,1033.81,60.2
South Carolina,2015,32.20964345,190294.1,4891938,12681902.0,2631987.0,51726.04848,4162651.0,30060.7,75.3
South Dakota,2015,6.9535023670000005,45371.8,853988,2888813.0,435823.0,9324.353331999999,1082289.0,75811.0,59.8
Tennessee,2015,43.09271403,302970.2,6591170,32738961.0,3061397.0,76670.31841,5612123.0,41234.9,69.7
Texas,2015,219.6424312,1595969.5,27470056,284800491.0,13254716.0,258122.3092,21864841.0,261231.71,77.4
Utah,2015,17.60561687,141602.0,2981835,50973476.0,1043907.0,29603.66349,2229193.0,82169.62,63.3
Vermont,2015,3.3988922539999997,28876.6,625216,7281824.0,292200.0,7313.841852,655347.0,9216.66,53.7
Virginia,2015,48.02183874,455830.0,8361808,74420024.0,3815962.0,82624.52764,7238905.0,39490.09,67.1
Washington,2015,43.7371979,446628.3,7163657,256959948.0,2628062.0,59652.504239999995,6725467.0,66455.52,60.0
West Virginia,2015,11.59573308,70332.7,1842050,9459928.0,811497.0,19826.642969999997,1613345.0,24038.21,64.1
Wisconsin,2015,30.31815071,288260.1,5760940,69600322.0,2371640.0,62073.368220000004,5466581.0,54157.8,54.9
Wyoming,2015,7.771829253,39899.0,585613,2567299.0,314096.0,9597.036265,814989.0,97093.14,57.0
United States,2015,1884.6225670000001,17432170.0,320635163,10495880570.0,132242542.0,3095372.7010000004,263610219.0,3531905.43,66.07
Alabama,2016,35.24522894,191523.4,4863525,8461560.0,2580392.0,69227.0,5468301.0,50645.33,77.3
Alaska,2016,12.20737487,53289.0,741456,6555157.0,253416.0,5259.0,794614.0,570640.95,39.3
Arizona,2016,33.5982111,291259.6,6941072,89911884.0,2716868.0,65786.0,5786891.0,113594.08,76.4
Arkansas,2016,19.71063679,113490.4,2989918,6420178.0,1412534.0,35755.0,2808138.0,52035.48,73.5
California,2016,216.2296865,2519133.6,39167117,1398152646.0,14540213.0,340115.0,30221033.0,155779.22,72.5
Colorado,2016,28.63697378,315793.0,5539215,128900802.0,2217141.0,52152.0,5116341.0,103641.89,61.3
Connecticut,2016,15.52422342,245966.1,3578141,45475140.0,1441862.0,31639.0,2841842.0,4842.36,62.2
Delaware,2016,4.675532392,62889.0,948921,9382971.0,523442.0,10178.0,1003840.0,1948.54,67.2
Florida,2016,105.33516350000001,870963.2,20613477,259882912.0,8206142.0,215551.0,16600317.0,53624.76,82.8
Georgia,2016,54.91058928,500909.3,10301890,161776226.0,4587799.0,122802.0,8239779.0,57513.49,77.7
Hawaii,2016,10.38360341,79093.5,1427559,74081691.0,444048.0,10635.0,1231728.0,6422.63,
Idaho,2016,10.95469455,65643.2,1682380,3263003.0,717347.0,17199.0,1842245.0,82643.12,56.8
Illinois,2016,69.52812686,746370.0,12820527,641617827.0,4645051.0,107314.0,10277182.0,55518.93,64.5
Indiana,2016,44.14453721,316545.6,6634304,34256694.0,3046109.0,83183.0,6140530.0,35826.11,64.3
Iowa,2016,21.69350013,169488.8,3131371,27736699.0,1649512.0,33337.0,3676290.0,55857.13,60.6
Kansas,2016,18.93823349,152511.5,2910844,7365187.0,1287766.0,32103.0,2649736.0,81758.72,70.0
Kentucky,2016,32.59556202,183454.9,4438182,25509432.0,2134147.0,49313.0,4224788.0,39486.34,69.0
Louisiana,2016,49.19916978,225361.8,4678135,33761580.0,2128383.0,49156.0,3904962.0,43203.9,78.8
Maine,2016,9.046166258,55088.1,1331317,6914913.0,742407.0,14838.0,1107674.0,30842.92,53.4
Maryland,2016,28.00779647,359987.5,6003323,150764578.0,2630070.0,59137.0,4178873.0,9707.24,66.5
Massachusetts,2016,32.13200951,479184.9,6823608,442544449.0,2715141.0,61825.0,5069559.0,7800.06,60.8
Michigan,2016,50.91740102,451025.9,9950571,95636259.0,4449726.0,99433.0,8332895.0,56538.9,57.0
Minnesota,2016,31.90407869,321980.0,5522744,107861269.0,2456967.0,59029.0,5358317.0,79626.74,54.2
Mississippi,2016,30.26689033,100412.1,2987938,4522255.0,1681282.0,40755.0,2067222.0,46923.27,77.4
Missouri,2016,38.61373348,276210.9,6087135,64679766.0,3069337.0,74019.0,5684525.0,68741.52,68.1
Montana,2016,7.9842084589999995,44580.7,1040859,4520959.0,491288.0,12599.0,1794732.0,145545.8,56.6
Nebraska,2016,14.08673789,111611.7,1905616,6799919.0,849515.0,20700.0,1951766.0,76824.17,64.3
Nevada,2016,15.30938087,138638.9,2917563,82093909.0,1100905.0,26788.0,2398659.0,109781.18,65.4
New Hampshire,2016,6.8316911220000005,73022.7,1342307,4369710.0,660553.0,13513.0,1322682.0,8952.65,56.8
New Jersey,2016,58.88335998,540380.3,8870827,418795432.0,4049271.0,77093.0,5940997.0,7354.22,65.4
New Mexico,2016,14.40209868,91713.9,2091630,16246992.0,904361.0,27886.0,1823961.0,121298.15,70.6
New York,2016,76.22902524,1397723.7,19633428,3970378576.0,5321827.0,122930.0,11122392.0,47126.4,58.0
North Carolina,2016,49.90018223,477523.8,10154788,73196872.0,4481824.0,116749.0,8270643.0,48617.91,71.7
North Dakota,2016,8.44020057,51137.3,754434,2849724.0,408811.0,9739.0,894954.0,69000.8,55.4
Ohio,2016,63.89177257,585044.7,11634370,108929306.0,4869710.0,118608.0,10686057.0,40860.69,63.9
Oklahoma,2016,33.10395855,188063.3,3926331,11352838.0,1831666.0,49013.0,3737405.0,68594.92,74.6
Oregon,2016,20.79820337,201059.5,4089976,128851984.0,1500721.0,36719.0,3811706.0,95988.01,60.1
Pennsylvania,2016,61.27668583,691316.2,12782275,460434218.0,4728554.0,101362.0,10748822.0,44742.7,61.7
Rhode Island,2016,3.9096115830000002,53030.2,1056770,18186734.0,354875.0,7927.0,876228.0,1033.81,61.9
South Carolina,2016,33.05338258,196477.4,4957968,11904343.0,2677649.0,54553.0,4324423.0,30060.7,76.1
South Dakota,2016,6.927083854,45733.6,862996,2885357.0,453878.0,9507.0,1246359.0,75811.0,60.5
Tennessee,2016,44.26563331,308157.4,6646010,32521656.0,3262875.0,76884.0,5709923.0,41234.9,71.7
Texas,2016,227.6479412,1606579.8,27914410,279117560.0,13701466.0,271263.0,21766166.0,261231.71,79.1
Utah,2016,18.00018234,147555.5,3041868,49613863.0,1135463.0,31449.0,2317282.0,82169.62,62.9
Vermont,2016,3.426001208,29206.3,623657,5695049.0,293184.0,7382.0,615950.0,9216.66,55.3
Virginia,2016,48.27710573,460185.0,8410106,71453247.0,3895558.0,84463.0,7301081.0,39490.09,67.8
Washington,2016,49.35710122,463974.0,7294771,263486491.0,2673116.0,61018.0,7047689.0,66455.52,58.0
West Virginia,2016,12.41689116,69276.4,1831023,8337696.0,779194.0,19539.0,1704825.0,24038.21,65.3
Wisconsin,2016,29.98872465,291320.5,5772628,69117994.0,2420170.0,64046.0,5564429.0,54157.8,55.8
Wyoming,2016,7.8845896170000005,38079.7,584215,2609010.0,320912.0,9323.0,855230.0,97093.14,56.9
United States,2016,1921.8697920000002,17730509.0,322941311,10367661686.0,135559291.0,3174408.0,268799083.0,3531905.43,66.69
Alabama,2017,34.41405063,193693.0,4874486,7827744.0,2550741.0,70677.2482,5056073.0,50645.33,76.2
Alaska,2017,11.95396076,52825.9,739700,6254636.0,247425.0,5518.716307,804505.0,570640.95,36.9
Arizona,2017,33.479995699999996,302117.8,7044008,95412935.0,2732137.0,65069.57894,5964434.0,113594.08,77.5
Arkansas,2017,19.77408771,114950.7,3001345,6183297.0,1408054.0,36389.32515,2833697.0,52035.48,73.3
California,2017,220.6958406,2628314.6,39358497,1324436440.0,14613569.0,343862.1124,30795141.0,155779.22,72.7
Colorado,2017,29.11123301,328510.2,5611885,125463344.0,2196347.0,53382.102719999995,5259960.0,103641.89,61.8
Connecticut,2017,15.48577443,248077.1,3573297,42280346.0,1434972.0,31500.06154,2826350.0,4842.36,60.7
Delaware,2017,4.762877278,61851.1,956823,8465452.0,466810.0,10466.907,970733.0,1948.54,67.1
Florida,2017,107.4043741,901903.5,20963613,240202525.0,8392520.0,218825.8034,16959269.0,53624.76,83.2
Georgia,2017,58.38195398,519452.6,10410330,150914330.0,4812597.0,124733.3944,8442325.0,57513.49,77.1
Hawaii,2017,10.41392981,81039.5,1424393,70725011.0,441219.0,10748.61947,1259541.0,6422.63,
Idaho,2017,10.99170027,68412.2,1717715,3533885.0,733892.0,17300.37194,1835903.0,82643.12,55.8
Illinois,2017,69.68424033,752459.2,12778828,620035477.0,4613983.0,108011.2553,10890760.0,55518.93,64.8
Indiana,2017,42.80200425,322969.3,6658078,32502359.0,3044745.0,81751.85677,6170034.0,35826.11,64.2
Iowa,2017,20.60068326,168976.5,3141550,25752459.0,1497134.0,33482.08769,3750077.0,55857.13,60.4
Kansas,2017,18.41555613,154456.6,2908718,8507019.0,1227362.0,32258.188960000003,2717873.0,81758.72,69.3
Kentucky,2017,32.84977302,184600.8,4452268,24738743.0,2125246.0,49239.3341,4293205.0,39486.34,68.7
Louisiana,2017,53.48605426,228819.3,4670560,33531731.0,2046902.0,49220.89766,3906812.0,43203.9,78.6
Maine,2017,8.573252122000001,55964.7,1334612,7127306.0,597724.0,14738.117890000001,1094388.0,30842.92,52.4
Maryland,2017,27.77803382,365857.0,6023868,141019619.0,2599399.0,60044.564320000005,4357598.0,9707.24,66.5
Massachusetts,2017,31.13312681,490874.1,6859789,418503137.0,2666514.0,62660.41137,5065221.0,7800.06,59.3
Michigan,2017,50.27664011,457341.5,9973114,93726105.0,4396083.0,101757.1987,8518097.0,56538.9,55.8
Minnesota,2017,31.39033065,327667.5,5566230,107309651.0,2459991.0,59970.85392,5682653.0,79626.74,52.8
Mississippi,2017,30.88860049,101071.7,2988510,4496378.0,1641711.0,40877.09802,2057476.0,46923.27,76.6
Missouri,2017,38.11174823,279264.3,6106670,62961201.0,3034445.0,75911.31624,5568736.0,68741.52,68.2
Montana,2017,8.111071845,45480.6,1052482,4377623.0,490292.0,12644.672359999999,1863918.0,145545.8,55.4
Nebraska,2017,14.15737199,113754.2,1915947,6863048.0,846622.2864,21002.01479,1965105.0,76824.17,63.4
Nevada,2017,15.68275217,143590.9,2969905,79975872.0,1131419.192,27587.009710000002,2455442.0,109781.18,65.7
New Hampshire,2017,6.9214626720000005,74253.6,1348787,4211578.0,665381.0,13681.37663,1319117.0,8952.65,55.3
New Jersey,2017,54.12665637,540656.6,8885525,414609455.0,3854317.0,77508.60231,6057711.0,7354.22,64.3
New Mexico,2017,15.30119367,91772.3,2091784,14799888.0,962755.0,29680.1674,1740002.0,121298.15,71.7
New York,2017,75.72002792,1424905.5,19589572,3938103542.0,5388111.0,123731.84,10857455.0,47126.4,56.6
North Carolina,2017,50.03643346,489026.6,10268233,70550942.0,4490206.0,119176.3686,8070717.0,48617.91,71.9
North Dakota,2017,8.930513825,51291.2,754942,2690648.0,402672.0,9716.836373999999,1056758.0,69000.8,53.5
Ohio,2017,63.87517542,592725.7,11659650,101988196.0,4863364.0,119597.9667,10809247.0,40860.69,63.3
Oklahoma,2017,33.22943727,188157.2,3931316,10875118.0,1782740.0,49402.2604,3744178.0,68594.92,74.0
Oregon,2017,21.05620496,209581.3,4143625,126868084.0,1528634.0,36752.88329,4103451.0,95988.01,59.3
Pennsylvania,2017,64.87033885,695560.8,12787641,427726165.0,4765273.0,101614.0539,10689206.0,44742.7,60.6
Rhode Island,2017,4.03115416,52727.7,1055673,16645751.0,353657.0,8000.980444,872814.0,1033.81,60.6
South Carolina,2017,33.45308969,202644.5,5021268,11516892.0,2697536.0,55497.23572999999,4404100.0,30060.7,76.3
South Dakota,2017,6.711773291,46023.9,872868,2921938.0,447820.0,9642.559371,1258356.0,75811.0,59.1
Tennessee,2017,44.28833288,314849.9,6708799,31312929.0,3273070.0,82253.26397,5800489.0,41234.9,70.8
Texas,2017,235.055986,1651329.5,28295273,275409894.0,13796629.0,272980.907,22130765.0,261231.71,79.7
Utah,2017,18.04694058,153986.0,3101042,49234433.0,1144817.0,31475.02571,2355773.0,82169.62,63.7
Vermont,2017,3.332174285,29312.4,624344,5562899.0,292359.0,7424.419886,621608.0,9216.66,54.0
Virginia,2017,48.23569509,468125.4,8463587,69889907.0,3916215.0,85262.94495,7514484.0,39490.09,68.1
Washington,2017,47.67855786,489435.0,7423362,267518921.0,2667910.0,61419.92486,7256196.0,66455.52,56.4
West Virginia,2017,11.66533735,69743.2,1817004,7944282.0,754615.0,19072.33545,1691237.0,24038.21,64.8
Wisconsin,2017,29.37521027,294151.7,5790186,62596518.0,2388395.0,65323.70927000001,5596635.0,54157.8,54.5
Wyoming,2017,7.916092326,37866.3,578931,2476856.0,314802.0,9784.665268,819257.0,97093.14,56.0
United States,2017,1935.659379,18144105.0,324985539,10062520222.0,135300642.0,3212347.311,272480899.0,3531905.43,66.35
Alabama,2018,33.73615196,198053.7,4887681,8249880.0,2540902.0,71167.20675,5300199.0,50645.33,75.2
Alaska,2018,12.30405623,52928.7,735139,6106877.0,244389.0,5487.3199939999995,803684.0,570640.95,37.5
Arizona,2018,34.44661525,314016.1,7158024,92021411.0,2783217.0,66144.51121,5806313.0,113594.08,76.5
Arkansas,2018,20.09805811,116698.8,3009733,5897907.0,1379415.0,36675.30905,2817145.0,52035.48,71.5
California,2018,220.36151569999996,2708966.9,39461588,1293074046.0,14536101.0,348795.7135,31022328.0,155779.22,72.7
Colorado,2018,29.99485854,342865.6,5691287,132727049.0,2210977.0,53953.6075,5356018.0,103641.89,61.3
Connecticut,2018,15.7717421,249043.3,3571520,41563525.0,1442689.0,31595.70533,2879802.0,4842.36,60.0
Delaware,2018,4.970803015,63162.6,965479,8096943.0,485874.0,10179.38381,1008468.0,1948.54,66.3
Florida,2018,111.3939203,936580.3,21244317,227424998.0,8539389.0,221815.7407,17496002.0,53624.76,82.3
Georgia,2018,56.04878817,538730.8,10511131,144907302.0,4798630.0,131455.5328,8512550.0,57513.49,75.9
Hawaii,2018,11.38101034,82203.9,1420593,69439279.0,431109.0,10886.76775,1267385.0,6422.63,
Idaho,2018,11.23633358,72455.4,1750536,3505934.0,688307.0,17709.14577,1879670.0,82643.12,56.2
Illinois,2018,70.09098843,769631.2,12723071,603890436.0,4564577.0,107954.2539,10588910.0,55518.93,62.3
Indiana,2018,42.61647973,332156.8,6695497,32182945.0,2971529.0,81528.8118,6190736.0,35826.11,62.3
Iowa,2018,20.80861831,172844.7,3148618,24919512.0,1483052.0,33282.40004,3691892.0,55857.13,57.2
Kansas,2018,19.49281718,158192.7,2911359,8063311.0,1205658.0,32190.41298,2684010.0,81758.72,67.1
Kentucky,2018,34.61228796,187507.4,4461153,23570982.0,2130436.0,49543.60624,4368285.0,39486.34,67.1
Louisiana,2018,49.45408892,235021.9,4659690,32443133.0,2037250.0,50045.42745,3885119.0,43203.9,77.7
Maine,2018,7.580568415,57302.7,1339057,7236427.0,593253.0,14783.554890000001,1125588.0,30842.92,51.8
Maryland,2018,28.82708018,368810.4,6035802,131368005.0,2587123.0,59775.435470000004,4204846.0,9707.24,65.1
